3,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3028,23,,A1,408 EAST 179TH STREET,,10457,1,0,1,1842,2048,1901,1,A1,0,2021-01-20 00:00:00
5,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3028,24,,A1,410 EAST 179TH STREET,,10457,1,0,1,1842,2048,1901,1,A1,600000,2021-01-15 00:00:00
6,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3029,36,,A5,418 EAST 180 STREET,,10457,1,0,1,1568,1526,1899,1,A5,0,2020-07-09 00:00:00
7,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3030,67,,A1,4451 PARK AVENUE,,10457,1,0,1,1646,1495,1899,1,A1,275000,2020-03-16 00:00:00
8,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3030,67,,A1,4451 PARK AVENUE,,10457,1,0,1,1646,1495,1899,1,A1,475000,2020-07-23 00:00:00
9,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3039,29,,A9,2327 WASHINGTON AVE,,10458,1,0,1,1095,1260,1910,1,A9,165000,2020-03-02 00:00:00
10,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3045,12,,A1,2052 BATHGATE AVENUE,,10457,1,0,1,2340,1516,1910,1,A1,289000,2020-08-25 00:00:00
11,2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3046,52,,B3,2047 BATHGATE AVENUE,,10457,2,0,2,2329,1431,1901,1,A1,526000,2020-09-22 00:00:00
12,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,118,,B1,1540 WASHINGTON AVENUE,,10457,2,0,2,2000,2400,1993,1,B1,0,2020-06-24 00:00:00
13,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,130,,B1,482 CLAREMONT PARKWAY,,10457,2,0,2,2000,2400,1993,1,B1,0,2020-03-17 00:00:00
14,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2927,131,,B1,1465 CROTONA PLACE,,10456,2,0,2,1900,2394,1994,1,B1,0,2020-08-27 00:00:00
15,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2929,114,,B1,3854 3 AVENUE,,10457,2,0,2,2883,2394,1995,1,B1,0,2020-04-06 00:00:00
16,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2929,128,,B1,559 CLAREMONT PARKWAY,,10457,2,0,2,2361,2394,1995,1,B1,0,2020-02-26 00:00:00
17,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3027,26,,B2,414 EAST 178 STREET,,10457,2,0,2,2000,2364,1899,1,B2,734000,2020-04-22 00:00:00
18,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3035,136,,B1,1991 WASHINGTON AVENUE,,10457,2,0,2,2910,3240,1998,1,B1,0,2020-08-24 00:00:00
19,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3037,32,,B3,455 EAST 180 STREET,,10457,2,0,2,1826,1296,1899,1,B3,455000,2020-07-09 00:00:00
20,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3041,7,,S2,444 CYRUS PLACE,,10458,2,1,3,2467,1900,1910,1,S2,412500,2020-12-09 00:00:00
21,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3046,5,,B1,2024 WASHINGTON AVE,,10457,2,0,2,1907,2901,2000,1,B1,625000,2020-09-03 00:00:00
22,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3047,17,,B3,2123 BATHGATE AVE,,10457,2,0,2,2500,1404,1901,1,B3,629000,2020-04-24 00:00:00
23,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,90,,B2,505 EAST 182 STREET,,10457,2,0,2,1960,2278,1901,1,B2,0,2020-06-26 00:00:00
24,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,4,,B1,507 EAST 183RD STREET,,10458,2,0,2,1380,2805,1901,1,B1,0,2020-10-22 00:00:00
25,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,4,,B1,507 E 183RD STREET,,10458,2,0,2,1380,2805,1901,1,B1,0,2021-01-25 00:00:00
26,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,7,,B2,2306 BASSFORD AVENUE,,10458,2,0,2,2085,3374,1901,1,B2,750000,2020-10-09 00:00:00
27,2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,17,,B2,2301 BATHGATE AVENUE,,10458,2,0,2,1169,1836,1901,1,B2,404586,2020-12-31 00:00:00
28,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,2898,85,,C0,413 E 173RD STREET,,10457,3,0,3,1440,2880,1899,1,C0,0,2020-06-03 00:00:00
29,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,2898,85,,C0,413 EAST 173 STREET,,10457,3,0,3,1440,2880,1899,1,C0,0,2020-08-12 00:00:00
30,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3030,158,,C0,412 EAST 183RD STREET,,10458,3,0,3,1978,3654,2005,1,C0,0,2020-02-26 00:00:00
31,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3031,145,,C0,412 EAST 187 STREET,,10458,3,0,3,1784,2302,2004,1,C0,0,2020-02-04 00:00:00
32,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3039,13,,C0,456 EAST 185 STREET,,10458,3,0,3,1650,1344,1910,1,C0,325000,2020-07-20 00:00:00
33,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3039,61,,C0,2355 WASHINGTON AVENUE,,10458,3,0,3,1638,3240,2007,1,C0,920000,2021-01-07 00:00:00
34,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3040,13,,C0,458 EAST 187 STREET,,10458,3,0,3,1650,1776,1910,1,C0,480000,2020-07-09 00:00:00
35,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3046,142,,C0,2052 WASHINGTON AVENUE,,10457,3,0,3,1995,2901,2000,1,C0,0,2020-10-14 00:00:00
36,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3046,143,,C0,2054 WASHINGTON AVENUE,,10457,3,0,3,1995,2901,2000,1,C0,810000,2020-10-22 00:00:00
37,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3050,92,,C0,501 EAST 182ND STREET,,10457,3,0,3,1895,2679,1901,1,C0,0,2021-01-08 00:00:00
38,2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3050,137,,C0,2239 BATHGATE AVENUE,,10457,3,0,3,1562,3168,1901,1,C0,899500,2020-07-02 00:00:00
39,2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3036,35,,V0,2087 WASHINGTON AVE,,10457,0,0,0,2099,0,,1,V0,80000,2020-07-10 00:00:00
40,2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3031,51,,C1,4619 PARK AVENUE,,10458,8,0,8,3798,8976,1910,2,C1,638750,2020-11-13 00:00:00
41,2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3032,54,,C1,4683 PARK AVENUE,,10458,8,0,8,4025,9600,1910,2,C1,203650,2020-02-24 00:00:00
42,2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3040,22,,C7,2383 WASHINGTON AVENUE,,10458,24,2,26,5050,20365,1911,2,C7,3200000,2020-11-25 00:00:00
43,2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,2,2897,127,,D1,417-429 CLAREMONT PARKWAY,,10457,46,0,46,12598,56700,2005,2,D1,5000000,2020-10-02 00:00:00
44,2,BATHGATE,09 COOPS - WALKUP APARTMENTS,2,3045,19,,C6,2068-2078 BATHGATE AVENUE,,10457,,,,,,1911,2,C6,638750,2020-11-13 00:00:00
45,2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,2924,1004,,RR,"1880 BATHGATE AVENUE, 4",4,10457,52,0,52,36266,41638,2018,2,RR,0,2020-12-16 00:00:00
46,2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,2924,1005,,RR,"1880 BATHGATE AVENUE, 5",5,10457,137,0,137,26266,92073,2018,2,RR,0,2020-12-16 00:00:00
47,2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,2,3027,1002,,RR,"4215 PARK AVENUE, AFFOR",AFFOR,10457,129,0,129,0,101741,2016,2,RR,10,2020-03-13 00:00:00
48,2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,3048,50,,S9,4417 3RD AVE,,10457,4,2,6,2500,6000,1931,2,S9,1500000,2020-09-15 00:00:00
49,2,BATHGATE,22 STORE BUILDINGS,4,3029,12,,K4,20-40 WEBSTER AVENUE,,10457,3,2,5,4562,4925,1931,4,K4,0,2020-07-10 00:00:00
50,2,BATHGATE,22 STORE BUILDINGS,4,3053,81,,K2,2350 WASHINGTON AVE,,10458,1,1,2,1304,2500,1931,4,K2,0,2020-10-22 00:00:00
51,2,BATHGATE,29 COMMERCIAL GARAGES,4,2907,9,,G7,4050 PARK AVENUE,,10457,0,0,0,4835,0,,4,G7,100000,2020-11-24 00:00:00
52,2,BATHGATE,29 COMMERCIAL GARAGES,4,3032,25,,G7,N/A WEBSTER AVENUE,,10458,0,0,0,7539,0,,4,G7,0,2020-05-28 00:00:00
53,2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,18,,G7,4290 PARK AVE,,10457,0,0,0,4100,0,,4,G7,0,2020-10-06 00:00:00
54,2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,19,,G7,4294 PARK AVE,,10457,0,0,0,4645,0,,4,G7,0,2020-10-06 00:00:00
55,2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,25,,G7,450 EAST 179 STREET,,10457,0,0,0,2805,0,,4,G7,0,2020-10-06 00:00:00
56,2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,26,,G7,452 EAST 179 STREET,,10457,0,0,0,3125,0,,4,G7,0,2020-10-06 00:00:00
57,2,BATHGATE,30 WAREHOUSES,4,2897,24,,E1,1620 WEBSTER AVENUE,,10457,0,2,2,93035,35490,1967,4,E1,33072265,2020-02-28 00:00:00
58,2,BATHGATE,30 WAREHOUSES,4,2897,140,,E1,1624 WEBSTER AVENUE,,10457,0,1,1,53060,30870,1950,4,E1,33072265,2020-02-28 00:00:00
59,2,BATHGATE,30 WAREHOUSES,4,3031,66,,E1,4583 PARK AVENUE,,10458,0,1,1,5490,4984,1912,4,E1,1170000,2020-12-31 00:00:00
60,2,BATHGATE,30 WAREHOUSES,4,3040,31,,E2,461 EAST 186 STREET,,10458,0,1,1,5000,1500,1995,4,E2,1120000,2020-05-06 00:00:00
61,2,BATHGATE,31 COMMERCIAL VACANT LAND,4,3037,33,,V1,N/A EAST 180 STREET,,10457,0,0,0,1826,0,,4,V1,0,2020-06-18 00:00:00
62,2,BATHGATE,37 RELIGIOUS FACILITIES,4,3038,16,,M1,442 EAST 183 STREET,,10458,0,1,1,4500,9000,1931,4,M1,0,2020-04-27 00:00:00
63,2,BATHGATE,40 SELECTED GOVERNMENTAL FACILITIES,4,2928,30,,Y3,1511 FULTON AVENUE,,10457,0,1,1,8335,55200,1931,4,Y3,10,2020-07-31 00:00:00
64,2,BATHGATE,41 TAX CLASS 4 - OTHER,4,2928,33,,Z9,549 EAST 171 STREET,,10457,0,1,1,10713,440,1989,4,Z9,10,2020-07-31 00:00:00
65,2,BATHGATE,41 TAX CLASS 4 - OTHER,4,3037,10,,Z9,4400 PARK AVENUE,,10457,0,0,0,2275,0,,4,Z9,150000,2021-01-08 00:00:00
66,2,BATHGATE,41 TAX CLASS 4 - OTHER,4,3041,42,,V1,427 EAST 188TH STREET,,10458,0,0,0,3872,0,,4,Z9,2200000,2020-07-23 00:00:00
67,2,BATHGATE,43 CONDO OFFICE BUILDINGS,4,2924,1003,,RB,"1880 BATHGATE AVENUE, UNIT3",UNIT3,10457,,1,1,,,2018,4,RB,0,2020-12-16 00:00:00
68,2,BATHGATE,44 CONDO PARKING,4,2924,1002,,RG,"1880 BATHGATE AVENUE, UNIT2",UNIT2,10457,,1,1,,,2018,4,RG,0,2020-12-16 00:00:00
69,2,BATHGATE,46 CONDO STORE BUILDINGS,4,2924,1001,,RK,"4179 3RD AVENUE, UNIT1",UNIT1,10457,,1,1,,,2018,4,RK,0,2020-12-16 00:00:00
70,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4706,47,,A5,1116 EAST 212 STREET,,10469,1,0,1,2250,1920,1950,1,A5,0,2020-11-12 00:00:00
71,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,62,,A5,1114 EAST 213 STREET,,10469,1,0,1,1914,1386,1950,1,A5,426400,2020-07-02 00:00:00
72,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,75,,A5,1146 E 213TH STREET,,10469,1,0,1,1786,1018,1945,1,A5,474900,2020-04-20 00:00:00
73,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,24,,A5,1145 EAST 213 STREET,,10469,1,0,1,2000,1140,1945,1,A5,365946,2020-07-22 00:00:00
74,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,27,,A5,1137 EAST 213 STREET,,10469,1,0,1,2233,1637,1945,1,A5,519000,2020-05-29 00:00:00
75,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,48,,A5,1110 EAST 214TH STREET,,10469,1,0,1,1710,1813,1945,1,A5,482000,2020-07-07 00:00:00
76,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,25,,A5,1135 EAST 214TH STREET,,10469,1,0,1,1710,1732,1945,1,A5,470000,2020-02-12 00:00:00
77,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,31,,A5,1113 EAST 214 STREET,,10469,1,0,1,1710,1890,1945,1,A5,310000,2020-10-23 00:00:00
78,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,50,,A5,1142 EAST 215TH STREET,,10469,1,0,1,1710,1732,1945,1,A5,0,2020-12-08 00:00:00
79,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4711,100,,A5,1313 HICKS STREET,,10469,1,0,1,1710,1701,1950,1,A5,0,2020-12-15 00:00:00
80,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4723,59,,A1,3480 EASTCHESTER ROAD,,10469,1,0,1,3843,1216,1910,1,A1,480000,2020-04-21 00:00:00
81,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,10,,A5,3349 BOUCK AVENUE,,10469,1,0,1,1900,1254,1940,1,A5,0,2020-10-15 00:00:00
82,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,19,,A5,3349 WILSON AVENUE,,10469,1,0,1,2450,1977,1940,1,A5,487500,2020-12-14 00:00:00
83,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,22,,A5,3343 WILSON AVENUE,,10469,1,0,1,1900,1938,1940,1,A5,440000,2020-10-22 00:00:00
84,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,28,,A5,3331 WILSON AVE,,10469,1,0,1,1900,1738,1940,1,A5,506000,2020-04-03 00:00:00
85,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,45,,A5,3302 BOUCK AVE,,10469,1,0,1,2000,2230,1950,1,A5,470000,2020-06-30 00:00:00
86,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,48,,A5,3310 BOUCK AVENUE,,10469,1,0,1,2300,1681,1940,1,A5,0,2020-04-29 00:00:00
87,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,74,,A5,1278 GIVAN AVENUE,,10469,1,0,1,1887,1280,1955,1,A5,0,2020-06-10 00:00:00
88,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,81,,A5,1294 GIVAN AVENUE,,10469,1,0,1,1739,1280,1955,1,A5,474000,2020-07-24 00:00:00
89,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,112,,A5,3276 BOUCK AVENUE,,10469,1,0,1,1800,1782,1955,1,A5,436000,2020-03-19 00:00:00
90,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,57,,A5,3352 WILSON AVENUE,,10469,1,0,1,1900,1681,1930,1,A5,548000,2020-03-23 00:00:00
91,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,83,,S1,3304 WILSON AVENUE,,10469,1,1,2,2208,2430,1930,1,S1,0,2020-03-10 00:00:00
92,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,41,,A5,3306 FISH AVENUE,,10469,1,0,1,1900,1795,1935,1,A5,525000,2021-01-25 00:00:00
93,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,143,,A5,3312A FISH AVENUE,,10469,1,0,1,1858,1260,1935,1,A5,0,2020-06-10 00:00:00
94,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,14,,A5,3233 FISH AVENUE,,10469,1,0,1,2500,1748,1930,1,A5,559500,2020-11-24 00:00:00
95,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,23,,A5,3215 FISH AVENUE,,10469,1,0,1,2500,1742,1930,1,A5,250000,2020-05-21 00:00:00
96,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,47,,A5,3224 WILSON AVENUE,,10469,1,0,1,2000,1400,1940,1,A5,1135173,2020-09-08 00:00:00
97,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,55,,A5,3242 WILSON AVENUE,,10469,1,0,1,2000,2220,1950,1,A5,367000,2020-06-09 00:00:00
98,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,1,,A5,3250 SEYMOUR AVENUE,,10469,1,0,1,1600,1536,1945,1,A5,0,2020-04-22 00:00:00
99,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,11,,A5,3243 FENTON AVENUE,,10469,1,0,1,2050,1408,1920,1,A5,490000,2020-07-31 00:00:00
100,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,25,,A5,3215 FENTON AVENUE,,10469,1,0,1,2050,1328,1920,1,A5,590000,2020-10-29 00:00:00
101,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4741,27,,A5,3211 FENTON AVENUE,,10469,1,0,1,2050,1408,1920,1,A5,527000,2020-04-07 00:00:00
102,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,12,,A5,3243 CORSA AVENUE,,10469,1,0,1,1800,1260,1950,1,A5,432000,2020-07-14 00:00:00
103,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,30,,A1,1611 GIVAN AVENUE,,10469,1,0,1,2701,1096,1910,1,A1,0,2021-01-29 00:00:00
104,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,42,,A5,3234 CORSA AVENUE,,10469,1,0,1,1800,1260,1950,1,A5,462470,2020-10-01 00:00:00
105,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,55,,A5,3260 CORSA AVENUE,,10469,1,0,1,1800,1260,1950,1,A5,475000,2020-10-28 00:00:00
106,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,17,,A5,3247 MICKLE AVENUE,,10469,1,0,1,1710,1260,1955,1,A5,0,2020-10-08 00:00:00
107,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4747,45,,A1,3216 EASTCHESTER ROAD,,10469,1,0,1,2982,1283,1901,1,A1,620000,2020-11-18 00:00:00
108,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4748,55,,A5,3236 MICKLE AVENUE,,10469,1,0,1,2161,1687,1965,1,A5,525000,2021-01-22 00:00:00
109,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,13,,A5,3349 TIEMANN AVENUE,,10469,1,0,1,1710,1714,1955,1,A5,455000,2021-01-06 00:00:00
110,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,44,,A5,3310 TIEMANN AVENUE,,10469,1,0,1,1710,1539,1950,1,A5,522900,2021-01-14 00:00:00
111,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,49,,A5,3320 TIEMANN AVENUE,,10469,1,0,1,1710,1890,1950,1,A5,440000,2020-06-16 00:00:00
112,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,53,,A5,3328 TIEMANN AVE,,10469,1,0,1,2328,1890,1950,1,A5,525000,2020-06-19 00:00:00
113,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,56,,A2,3332 GUNTHER AVENUE,,10469,1,0,1,2090,948,1960,1,A2,485000,2020-07-17 00:00:00
114,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4760,13,,A1,3129 FENTON AVENUE,,10469,1,0,1,5000,1602,1935,1,A1,100000,2020-10-08 00:00:00
115,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4761,5,,A2,4 FOX TERRACE,,10469,1,0,1,2045,623,1930,1,A2,280000,2020-12-15 00:00:00
116,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4762,53,,A1,3043 EASTCHESTER ROAD,,10469,1,0,1,3511,2109,1920,1,A1,630000,2020-11-09 00:00:00
117,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4764,33,,A2,1611 HAMMERSLEY AVENUE,,10469,1,0,1,2500,1956,1920,1,A2,0,2020-12-17 00:00:00
118,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4773,16,,A5,3039 GUNTHER,,10469,1,0,1,2890,1890,1955,1,A5,181945,2020-07-28 00:00:00
119,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4773,16,,A5,3039 GUNTHER AVE,,10469,1,0,1,2890,1890,1955,1,A5,0,2020-08-27 00:00:00
120,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,16,,A5,3037 WICKHAM AVENUE,,10469,1,0,1,1710,1690,1950,1,A5,0,2020-11-09 00:00:00
121,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,120,,A5,3027 WICKHAM AVENUE,,10469,1,0,1,2660,1690,1950,1,A5,377000,2020-02-11 00:00:00
122,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4778,46,,A5,3132 GRACE AVENUE,,10469,1,0,1,2890,1890,1960,1,A5,525000,2020-04-14 00:00:00
123,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,3,,A5,3061 GRACE AVENUE,,10469,1,0,1,2653,1362,1960,1,A5,529000,2020-05-28 00:00:00
124,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,21,,A5,3043 EDSON AVENUE,,10469,1,0,1,1723,1116,1955,1,A5,565000,2020-08-13 00:00:00
125,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,45,,A5,3004 GRACE AVENUE,,10469,1,0,1,1895,1280,1955,1,A5,540000,2020-11-30 00:00:00
126,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,55,,A5,2944 MICKLE AVENUE,,10469,1,0,1,1755,1116,1960,1,A5,539000,2020-02-13 00:00:00
127,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,59,,A5,2952 MICKLE AVE,,10469,1,0,1,1755,1116,1960,1,A5,515000,2020-02-20 00:00:00
128,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,27,,A2,2915 GUNTHER AVENUE,,10469,1,0,1,2375,1861,1925,1,A2,0,2020-03-26 00:00:00
129,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,28,,A2,2913 GUNTHER AVENUE,,10469,1,0,1,3132,665,1925,1,A2,0,2020-07-24 00:00:00
130,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4793,48,,A1,2838 GUNTHER AVE,,10469,1,0,1,4750,1844,1925,1,A1,630000,2020-07-31 00:00:00
131,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4795,132,,A5,2802 BRUNER AVENUE,,10469,1,0,1,1706,1732,1965,1,A5,490000,2020-05-01 00:00:00
132,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4882,132,,A5,3386 ELY AVENUE,,10469,1,0,1,1615,1360,1901,1,A5,415000,2020-09-18 00:00:00
133,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4885,26,,A1,3423 GRACE AVENUE,,10469,1,0,1,4750,1339,1930,1,A1,585000,2020-06-26 00:00:00
134,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4885,55,,A1,3404 ELY AVENUE,,10469,1,0,1,3555,1700,1899,1,A1,360000,2020-06-30 00:00:00
135,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,31,,A1,3419 EDSON AVENUE,,10469,1,0,1,2375,1300,1925,1,A1,529000,2020-06-30 00:00:00
136,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4887,35,,A1,3426 EDSON AVENUE,,10469,1,0,1,2500,1440,1925,1,A1,560000,2020-08-21 00:00:00
137,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4888,28,,A2,1334 EAST 223 STREET,,10466,1,0,1,4322,1200,1940,1,A2,365000,2020-12-30 00:00:00
138,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4892,35,,A5,3543 GRACE AVENUE,,10466,1,0,1,2100,1815,1960,1,A5,0,2020-09-09 00:00:00
139,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4902,47,,A2,1140 E 224TH STREET,,10466,1,0,1,2500,1131,1925,1,A2,450000,2020-12-23 00:00:00
140,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4903,77,,A5,1166 EAST 225 STREET,,10466,1,0,1,1840,1384,1970,1,A5,0,2020-03-19 00:00:00
141,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4917,21,,A2,3641 PALMER AVE,,10466,1,0,1,5017,1112,1947,1,A2,0,2020-09-25 00:00:00
142,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4929,55,,A1,1131 GRENADA PLACE,,10466,1,0,1,3236,1276,1959,1,A1,475000,2020-02-04 00:00:00
143,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4929,60,,A5,1125 E 231,,10466,1,0,1,3392,1276,1958,1,A5,0,2020-07-16 00:00:00
144,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,61,,A5,1173 GRENADA PLACE,,10466,1,0,1,1530,1188,1941,1,A5,436800,2020-04-24 00:00:00
145,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4939,12,,A5,3883 AMUNDSON,,10466,1,0,1,1800,1701,1957,1,A5,549999,2020-07-30 00:00:00
146,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4939,12,,A5,3883 AMUNDSON AVENUE,,10466,1,0,1,1800,1701,1957,1,A5,225000,2020-02-13 00:00:00
147,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4939,39,,A1,3821 AMUNDSON AVENUE,,10466,1,0,1,2500,1443,1930,1,A1,0,2020-08-28 00:00:00
148,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4939,106,,A5,3892 SETON AVENUE,,10466,1,0,1,2042,1701,1958,1,A5,579000,2020-04-13 00:00:00
149,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4940,48,,A5,3846 AMUNDSON,,10466,1,0,1,1913,1392,1963,1,A5,327000,2020-06-03 00:00:00
