zillow_id,price,date,event_description,event_price,change,other_change,other_other_change,Unnamed: 8,Unnamed: 9
79730112,275000.0,8/5/2013,Listing removed,"$163,000",,,,,
79730112,275000.0,6/25/2013,Listed for sale,"$163,000",,,,,
79730112,275000.0,3/28/2013,Listing removed,"$163,000",,,,,
32376902,400000.0,3/11/2021,Sold,"$400,000 (+0.3%)",(+0.3%),$212/sqft,,,
32376902,400000.0,9/8/2020,Pending sale,"$399,000",$211/sqft,,,,
32376902,400000.0,2/13/2020,Listed for sale,"$399,000 (+2.3%)",(+2.3%),$211/sqft,,,
32376902,400000.0,9/17/2015,Listing removed,"$389,999",$206/sqft,,,,
32376902,400000.0,7/17/2015,Price change,"$389,999 (-2.5%)",(-2.5%),$206/sqft,,,
32376902,400000.0,6/2/2015,Price change,"$399,999 (-2.4%)",(-2.4%),$212/sqft,,,
32376902,400000.0,5/4/2015,Price change,"$409,999 (-2.4%)",(-2.4%),$217/sqft,,,
219886884,970000.0,8/6/2018,Sold,"$970,000 (-0.5%)",(-0.5%),$623/sqft,,,
219886884,970000.0,6/14/2018,Listing removed,"$975,000",$626/sqft,,,,
219886884,970000.0,5/5/2018,Listed for sale,"$975,000",$626/sqft,,,,
30597615,1325000.0,12/1/2020,Sold,"$1,325,000 (-8.9%)",(-8.9%),$396/sqft,,,
30597615,1325000.0,9/23/2020,Price change,"$1,454,000 (-0.1%)",(-0.1%),$435/sqft,,,
30597615,1325000.0,9/21/2020,Price change,"$1,455,000 (-0.3%)",(-0.3%),$435/sqft,,,
30597615,1325000.0,9/15/2020,Price change,"$1,460,000 (-0.7%)",(-0.7%),$437/sqft,,,
30597615,1325000.0,9/10/2020,Price change,"$1,470,000 (-0.3%)",(-0.3%),$440/sqft,,,
30597615,1325000.0,8/15/2020,Price change,"$1,475,000 (-1%)",(-1%),$441/sqft,,,
30597615,1325000.0,5/11/2020,Price change,"$1,490,000 (-0.3%)",(-0.3%),$446/sqft,,,
31956496,1275000.0,3/20/2021,Price change,"$1,275,000 (-1.9%)",(-1.9%),$638/sqft,,,
31956496,1275000.0,11/8/2020,Listed for sale,"$1,300,000 (+2500%)",(+2500%),$650/sqft,,,
31956496,1275000.0,10/5/1993,Sold,"$50,000",$25/sqft,,,,
249218685,253000.0,7/23/2018,Sold,"$253,000",,,,,
61966353,4400000.0,10/13/2020,Sold,"$4,400,000 (-4.2%)",(-4.2%),"$2,422/sqft",,,
61966353,4400000.0,5/19/2020,Pending sale,"$4,595,000","$2,529/sqft",,,,
61966353,4400000.0,11/14/2019,Price change,"$4,595,000 (-6.2%)",(-6.2%),"$2,529/sqft",,,
61966353,4400000.0,5/3/2019,Listed for sale,"$4,900,000 (-1.9%)",(-1.9%),"$2,697/sqft",,,
61966353,4400000.0,4/22/2018,Listing removed,"$4,995,000","$2,749/sqft",,,,
61966353,4400000.0,9/26/2017,Price change,"$4,995,000 (-10.6%)",(-10.6%),"$2,749/sqft",,,
61966353,4400000.0,6/22/2017,Listed for sale,"$5,590,000 (+179.5%)",(+179.5%),"$3,076/sqft",,,
31976796,826000.0,11/21/2019,Sold,"$826,000 (-8%)",(-8%),$330/sqft,,,
31976796,826000.0,9/4/2019,Listing removed,"$898,000",$359/sqft,,,,
31976796,826000.0,5/8/2019,Price change,"$898,000 (-5.4%)",(-5.4%),$359/sqft,,,
31976796,826000.0,3/9/2019,Listed for sale,"$949,000 (+110.9%)",(+110.9%),$380/sqft,,,
31976796,826000.0,3/4/2019,Sold,"$450,000 (-64%)",(-64%),$180/sqft,,,
31976796,826000.0,2/13/2017,Listing removed,"$1,249,999",$500/sqft,,,,
31976796,826000.0,2/7/2017,Price change,"$1,249,999 (-3.8%)",(-3.8%),$500/sqft,,,
32076206,10.0,4/6/2021,Sold,$10 (-100%),(-100%),,,,
32076206,10.0,1/5/2018,Sold,"$990,000 (-0.8%)",(-0.8%),$495/sqft,,,
32076206,10.0,10/4/2017,Listing removed,"$998,000",$499/sqft,,,,
32076206,10.0,9/10/2017,Listed for sale,"$998,000 (+204.3%)",(+204.3%),$499/sqft,,,
32076206,10.0,3/8/1999,Sold,"$328,000",$164/sqft,,,,
32291024,460000.0,10/1/2019,Sold,"$460,000 (-16.3%)",(-16.3%),$333/sqft,,,
32291024,460000.0,9/12/2019,Listed for sale,"$549,888",$398/sqft,,,,
32291024,460000.0,8/1/2019,Listing removed,"$549,888",$398/sqft,,,,
32291024,460000.0,4/16/2019,Pending sale,"$549,888",$398/sqft,,,,
32291024,460000.0,1/14/2019,Listed for sale,"$549,888",$398/sqft,,,,
32321251,605000.0,6/29/2020,Sold,"$605,000 (-3.2%)",(-3.2%),$336/sqft,,,
32321251,605000.0,2/28/2020,Listing removed,"$625,000",$347/sqft,,,,
32321251,605000.0,2/3/2020,Listed for sale,"$625,000 (+56.3%)",(+56.3%),$347/sqft,,,
32321251,605000.0,10/15/2018,Sold,"$400,000",$222/sqft,,,,
72638917,210000.0,7/18/2018,Sold,"$210,000 (-12.5%)",(-12.5%),$288/sqft,,,
72638917,210000.0,4/4/2018,Listing removed,"$240,000",$329/sqft,,,,
72638917,210000.0,4/3/2018,Listed for sale,"$240,000 (-2%)",(-2%),$329/sqft,,,
72638917,210000.0,2/28/2018,Listing removed,"$245,000",$336/sqft,,,,
72638917,210000.0,1/27/2018,Price change,"$245,000 (+2.1%)",(+2.1%),$336/sqft,,,
72638917,210000.0,12/19/2017,Price change,"$239,900 (-3.3%)",(-3.3%),$329/sqft,,,
72638917,210000.0,11/20/2017,Price change,"$248,000 (-0.8%)",(-0.8%),$340/sqft,,,
244817694,1350000.0,11/16/2018,Sold,"$1,350,000",$6/sqft,,,,
31506872,1215000.0,7/25/2018,Listing removed,"$4,750",,,,,
31506872,1215000.0,6/11/2018,Sold,"$1,215,000 (-23.8%)",(-23.8%),"$1,344/sqft",,,
31506872,1215000.0,6/2/2018,Listing removed,"$1,595,000","$1,764/sqft",,,,
31506872,1215000.0,3/31/2018,Pending sale,"$1,595,000","$1,764/sqft",,,,
31506872,1215000.0,3/21/2018,Listed for sale,"$1,595,000 (+23.2%)",(+23.2%),"$1,764/sqft",,,
31506872,1215000.0,3/10/2018,Pending sale,"$1,295,000","$1,433/sqft",,,,
32090113,1320000.0,3/19/2019,Sold,"$1,320,000 (-11.4%)",(-11.4%),,,,
32090113,1320000.0,11/26/2018,Listing removed,"$1,490,000",,,,,
32090113,1320000.0,10/2/2018,Listed for sale,"$1,490,000 (+15.5%)",(+15.5%),,,,
32090113,1320000.0,10/19/2015,Listing removed,"$1,290,000",,,,,
32090113,1320000.0,7/31/2015,Price change,"$1,290,000 (-6.5%)",(-6.5%),,,,
32090113,1320000.0,7/20/2015,Listed for sale,"$1,380,000 (+56.8%)",(+56.8%),,,,
32090113,1320000.0,5/29/2007,Sold,"$880,000 (+45.5%)",(+45.5%),,,,
32081557,1500000.0,11/20/2020,Sold,"$1,500,000 (-14.3%)",(-14.3%),$960/sqft,,,
32081557,1500000.0,8/12/2020,Listing removed,"$1,750,000","$1,120/sqft",,,,
32081557,1500000.0,6/24/2020,Price change,"$1,750,000 (-5.4%)",(-5.4%),"$1,120/sqft",,,
32081557,1500000.0,6/23/2020,Price change,"$1,850,000 (-15.9%)",(-15.9%),"$1,184/sqft",,,
32081557,1500000.0,2/18/2020,Price change,"$2,200,000 (-3.9%)",(-3.9%),"$1,408/sqft",,,
32081557,1500000.0,1/21/2020,Price change,"$2,290,000 (-8.4%)",(-8.4%),"$1,466/sqft",,,
32081557,1500000.0,12/12/2019,Price change,"$2,499,000 (-13.8%)",(-13.8%),"$1,600/sqft",,,
31974280,918000.0,9/12/2019,Sold,"$918,000 (-8.1%)",(-8.1%),$522/sqft,,,
31974280,918000.0,6/13/2019,Listing removed,"$999,000",$568/sqft,,,,
31974280,918000.0,5/15/2019,Listed for sale,"$999,000 (+67.1%)",(+67.1%),$568/sqft,,,
31974280,918000.0,8/17/2014,Listing removed,"$597,800",$340/sqft,,,,
31974280,918000.0,6/7/2014,Price change,"$597,800 (-4.9%)",(-4.9%),$340/sqft,,,
31974280,918000.0,3/17/2014,Price change,"$628,888 (+12.5%)",(+12.5%),$357/sqft,,,
31974280,918000.0,7/5/2010,Listed for sale,"$559,000 (+86.3%)",(+86.3%),$318/sqft,,,
89069239,989000.0,3/8/2021,Price change,"$989,000 (-1%)",(-1%),$686/sqft,,,
89069239,989000.0,12/14/2020,Listed for sale,"$999,000 (+9.8%)",(+9.8%),$693/sqft,,,
89069239,989000.0,5/31/2017,Sold,"$910,000 (+24.7%)",(+24.7%),$631/sqft,,,
89069239,989000.0,6/23/2009,Sold,"$729,576",$506/sqft,,,,
2072874332,1748888.0,3/8/2021,Listed for sale,"$1,748,888",$836/sqft,,,,
299488744,515000.0,6/18/2019,Sold,"$515,000","$1,212/sqft",,,,
69524316,2275000.0,3/15/2021,Sold,"$2,275,000 (-8.1%)",(-8.1%),"$1,482/sqft",,,
69524316,2275000.0,1/9/2021,Pending sale,"$2,475,000","$1,612/sqft",,,,
69524316,2275000.0,9/10/2020,Price change,"$2,475,000 (-6.6%)",(-6.6%),"$1,612/sqft",,,
69524316,2275000.0,8/3/2020,Price change,"$2,650,000 (-3.6%)",(-3.6%),"$1,726/sqft",,,
69524316,2275000.0,7/20/2020,Listed for sale,"$2,750,000 (+27.9%)",(+27.9%),"$1,792/sqft",,,
69524316,2275000.0,4/1/2011,Sold,"$2,150,000 (+24.2%)",(+24.2%),"$1,401/sqft",,,
69524316,2275000.0,9/28/2006,Sold,"$1,731,025 (+1.8%)",(+1.8%),"$1,128/sqft",,,
249846042,140000.0,9/5/2018,Sold,"$140,000",,,,,
244772643,1175000.0,4/7/2021,Listed for sale,"$1,175,000",$3/sqft,,,,
2079138685,399000.0,4/10/2021,Price change,"$399,000 (-11.3%)",(-11.3%),,,,
2079138685,399000.0,6/12/2020,Listed for sale,"$450,000",,,,,
29783196,490000.0,10/11/2018,Sold,"$490,000 (+1%)",(+1%),$208/sqft,,,
29783196,490000.0,7/17/2018,Pending sale,"$485,000",$205/sqft,,,,
29783196,490000.0,6/15/2018,Price change,"$485,000 (-7.6%)",(-7.6%),$205/sqft,,,
29783196,490000.0,5/4/2018,Listed for sale,"$525,000 (+5%)",(+5%),$222/sqft,,,
29783196,490000.0,4/6/2017,Listing removed,"$500,000",$212/sqft,,,,
29783196,490000.0,3/23/2017,Price change,"$500,000 (+11.1%)",(+11.1%),$212/sqft,,,
29783196,490000.0,3/23/2017,Listed for sale,"$450,000 (+53.1%)",(+53.1%),$191/sqft,,,
245038136,349000.0,3/18/2021,Listed for sale,"$349,000",$436/sqft,,,,
32166469,575000.0,2/13/2020,Sold,"$575,000 (-4%)",(-4%),$437/sqft,,,
32166469,575000.0,12/21/2019,Listing removed,"$599,000",$455/sqft,,,,
32166469,575000.0,11/8/2019,Listed for sale,"$599,000",$455/sqft,,,,
32166469,575000.0,8/29/2019,Listing removed,"$599,000",$455/sqft,,,,
32166469,575000.0,8/3/2019,Price change,"$599,000 (-6.3%)",(-6.3%),$455/sqft,,,
32166469,575000.0,6/12/2019,Listed for sale,"$639,000",$486/sqft,,,,
32280410,450000.0,11/18/2020,Sold,"$450,000 (+125%)",(+125%),$306/sqft,,,
32280410,450000.0,1/7/2005,Sold,"$200,000",$136/sqft,,,,
2080384277,355000.0,9/28/2020,Sold,"$355,000 (-1.4%)",(-1.4%),,,,
2080384277,355000.0,7/14/2020,Listing removed,"$360,000",,,,,
2080384277,355000.0,6/13/2020,Price change,"$360,000 (-1.4%)",(-1.4%),,,,
2080384277,355000.0,3/25/2020,Listed for sale,"$365,000",,,,,
89330207,3375000.0,4/15/2021,Listed for sale,"$3,375,000 (-10.6%)",(-10.6%),"$1,929/sqft",,,
89330207,3375000.0,10/9/2020,Listing removed,"$10,250",,,,,
89330207,3375000.0,10/1/2020,Price change,"$10,250 (-12.8%)",(-12.8%),,,,
89330207,3375000.0,7/29/2015,Listing removed,"$11,000",,,,,
89330207,3375000.0,8/1/2014,Listing removed,"$3,775,000","$2,157/sqft",,,,
2076385207,949000.0,4/19/2021,Pending sale,"$949,000",,,,,
2076385207,949000.0,2/27/2021,Listed for sale,"$949,000 (+15.7%)",(+15.7%),,,,
2076385207,949000.0,11/6/2020,Sold,"$820,000",,,,,
2077894052,235000.0,1/31/2021,Sold,"$235,000 (-1.3%)",(-1.3%),,,,
2077894052,235000.0,10/21/2020,Listing removed,"$238,000",,,,,
2077894052,235000.0,9/11/2020,Listed for sale,"$238,000",,,,,
2071985300,1995000.0,4/6/2021,Listed for sale,"$1,995,000","$1,545/sqft",,,,
244800690,1375000.0,4/9/2021,Listed for sale,"$1,375,000",$5/sqft,,,,
2075625883,949000.0,1/22/2021,Listed for sale,"$949,000",$962/sqft,,,,
32354310,235000.0,2/13/2019,Sold,"$235,000 (-5.6%)",(-5.6%),$322/sqft,,,
32354310,235000.0,12/27/2018,Listing removed,"$249,000",$342/sqft,,,,
32354310,235000.0,11/15/2018,Listed for sale,"$249,000 (+42.3%)",(+42.3%),$342/sqft,,,
32354310,235000.0,2/18/2014,Sold,"$175,000 (-7.9%)",(-7.9%),$240/sqft,,,
32354310,235000.0,12/6/2013,Listing removed,"$190,000",$261/sqft,,,,
32354310,235000.0,11/21/2013,Pending sale,"$190,000",$261/sqft,,,,
32354310,235000.0,10/14/2013,Listed for sale,"$190,000",$261/sqft,,,,
244747836,2800000.0,3/16/2021,Listed for sale,"$2,800,000 (+0.4%)",(+0.4%),"$1,400/sqft",,,
244747836,2800000.0,11/16/2020,Listing removed,"$8,750",,,,,
244747836,2800000.0,9/20/2020,Price change,"$8,750 (-10.3%)",(-10.3%),,,,
244747836,2800000.0,8/6/2020,Price change,"$9,750 (-11.4%)",(-11.4%),,,,
244747836,2800000.0,8/24/2015,Sold,"$2,790,000","$1,395/sqft",,,,
32194532,300000.0,10/6/2020,Sold,"$300,000 (-36.8%)",(-36.8%),$212/sqft,,,
32194532,300000.0,6/10/2019,Listing removed,"$475,000",$336/sqft,,,,
32194532,300000.0,4/28/2019,Listed for sale,"$475,000 (+128%)",(+128%),$336/sqft,,,
32194532,300000.0,2/15/2017,Listing removed,"$208,300",$148/sqft,,,,
32194532,300000.0,2/8/2017,Listed for sale,"$208,300",$148/sqft,,,,
29853637,775000.0,2/16/2021,Listed for sale,"$775,000",$567/sqft,,,,
29853637,775000.0,3/23/2020,Listing removed,"$775,000",$567/sqft,,,,
29853637,775000.0,10/3/2019,Listed for sale,"$775,000 (+3.7%)",(+3.7%),$567/sqft,,,
29853637,775000.0,4/15/2016,Sold,"$747,000",$546/sqft,,,,
29853637,775000.0,3/31/2016,Listing removed,"$747,000",$546/sqft,,,,
29853637,775000.0,2/9/2016,Pending sale,"$747,000",$546/sqft,,,,
29853637,775000.0,11/9/2015,Price change,"$747,000 (-1.6%)",(-1.6%),$546/sqft,,,
32160804,400000.0,5/14/2019,Listing removed,"$2,000",,,,,
32160804,400000.0,4/24/2018,Sold,"$400,000",$55/sqft,,,,
32160804,400000.0,2/10/2018,Sold,"$400,000 (+354.5%)",(+354.5%),$55/sqft,,,
32160804,400000.0,1/7/2013,Sold,"$88,000 (-49.7%)",(-49.7%),$12/sqft,,,
32160804,400000.0,6/16/2000,Sold,"$175,000",$24/sqft,,,,
2072023309,1290000.0,4/5/2021,Listed for sale,"$1,290,000",$689/sqft,,,,
72657511,342000.0,7/16/2018,Sold,"$342,000 (-2%)",(-2%),$285/sqft,,,
72657511,342000.0,5/3/2018,Listing removed,"$349,000",$291/sqft,,,,
72657511,342000.0,3/31/2018,Listed for sale,"$349,000 (+35.3%)",(+35.3%),$291/sqft,,,
72657511,342000.0,6/3/2016,Sold,"$258,000 (-2.6%)",(-2.6%),$215/sqft,,,
72657511,342000.0,2/1/2016,Listing removed,"$265,000",$221/sqft,,,,
72657511,342000.0,1/11/2016,Pending sale,"$265,000",$221/sqft,,,,
72657511,342000.0,10/14/2015,Listed for sale,"$265,000 (-1.1%)",(-1.1%),$221/sqft,,,
2071648016,658000.0,4/16/2021,Listed for sale,"$658,000",$711/sqft,,,,
2077768456,3999999.0,1/18/2021,Listed for sale,"$3,999,999","$1,312/sqft",,,,
2077768456,3999999.0,1/1/2021,Listing removed,"$3,999,999","$1,312/sqft",,,,
2077768456,3999999.0,9/22/2020,Listed for sale,"$3,999,999","$1,312/sqft",,,,
31985986,860000.0,10/23/2018,Sold,"$860,000 (-2.3%)",(-2.3%),$478/sqft,,,
31985986,860000.0,7/2/2018,Listing removed,"$880,000",$489/sqft,,,,
31985986,860000.0,6/17/2018,Price change,"$880,000 (-2.1%)",(-2.1%),$489/sqft,,,
31985986,860000.0,6/13/2018,Price change,"$899,000 (-2.1%)",(-2.1%),$499/sqft,,,
31985986,860000.0,6/4/2018,Price change,"$918,000 (-3.2%)",(-3.2%),$510/sqft,,,
31985986,860000.0,5/3/2018,Listed for sale,"$948,000 (+98.7%)",(+98.7%),$527/sqft,,,
31985986,860000.0,2/2/2018,Sold,"$477,000",$265/sqft,,,,
89069197,999000.0,12/26/2019,Sold,"$999,000 (-0.1%)",(-0.1%),$620/sqft,,,
89069197,999000.0,8/26/2019,Sold,"$999,500 (+86.1%)",(+86.1%),$621/sqft,,,
89069197,999000.0,3/14/2010,Sold,"$537,140",$334/sqft,,,,
2085057016,635000.0,4/9/2021,Sold,"$635,000 (-3.8%)",(-3.8%),$315/sqft,,,
2085057016,635000.0,2/22/2021,Listing removed,"$659,900",$327/sqft,,,,
2085057016,635000.0,10/9/2020,Price change,"$659,900 (-1.5%)",(-1.5%),$327/sqft,,,
2085057016,635000.0,9/20/2020,Price change,"$669,900 (-1.5%)",(-1.5%),$332/sqft,,,
2085057016,635000.0,7/30/2020,Listed for sale,"$679,900",$337/sqft,,,,
2085057016,635000.0,6/4/2020,Listing removed,"$679,900",$337/sqft,,,,
2085057016,635000.0,4/5/2019,Listed for sale,"$679,900",$337/sqft,,,,
2072329660,729000.0,4/10/2021,Price change,"$729,000 (+4.3%)",(+4.3%),$593/sqft,,,
2072329660,729000.0,3/20/2021,Listed for sale,"$699,000",$568/sqft,,,,
32158203,615000.0,10/13/2020,Sold,"$615,000 (-4.9%)",(-4.9%),,,,
32158203,615000.0,3/25/2020,Listing removed,"$646,999",,,,,
32158203,615000.0,3/17/2020,Price change,"$646,999 (0%)",(0%),,,,
32158203,615000.0,3/6/2020,Price change,"$647,000 (-0.3%)",(-0.3%),,,,
32158203,615000.0,3/3/2020,Price change,"$649,000 (-0.6%)",(-0.6%),,,,
32158203,615000.0,2/28/2020,Price change,"$653,000 (-0.2%)",(-0.2%),,,,
32158203,615000.0,2/26/2020,Price change,"$654,000 (-0.2%)",(-0.2%),,,,
215950531,255000.0,3/23/2021,Sold,"$255,000 (+54.5%)",(+54.5%),$283/sqft,,,
215950531,255000.0,12/6/2016,Sold,"$165,000 (+14.3%)",(+14.3%),$183/sqft,,,
215950531,255000.0,3/14/2010,Sold,"$144,350",$160/sqft,,,,
216141213,5995000.0,7/18/2020,Listed for sale,"$5,995,000",,,,,
2080683791,268000.0,4/1/2021,Price change,"$268,000 (-1.8%)",(-1.8%),$487/sqft,,,
2080683791,268000.0,12/1/2020,Price change,"$273,000 (-2.5%)",(-2.5%),$496/sqft,,,
2080683791,268000.0,7/29/2020,Listed for sale,"$280,000 (+6.9%)",(+6.9%),$509/sqft,,,
2080683791,268000.0,5/6/2020,Listing removed,"$262,000",$476/sqft,,,,
2080683791,268000.0,4/6/2020,Price change,"$262,000 (-2.2%)",(-2.2%),$476/sqft,,,
2080683791,268000.0,3/10/2020,Listed for sale,"$268,000",$487/sqft,,,,
32071092,955000.0,4/15/2021,Listed for sale,"$955,000 (-0.4%)",(-0.4%),,,,
32071092,955000.0,1/14/2019,Listing removed,"$958,888",,,,,
32071092,955000.0,8/24/2018,Listed for sale,"$958,888 (+78.2%)",(+78.2%),,,,
32071092,955000.0,3/17/2011,Sold,"$538,000 (-3.8%)",(-3.8%),,,,
32071092,955000.0,10/27/2010,Listing removed,"$559,000",,,,,
32071092,955000.0,9/20/2010,Listed for sale,"$559,000",,,,,
123151769,570220.0,6/24/2020,Sold,"$570,220",$634/sqft,,,,
123151769,570220.0,2/28/2018,Listing removed,"$1,900",,,,,
32310458,730000.0,6/9/2020,Sold,"$730,000 (-2.5%)",(-2.5%),$324/sqft,,,
32310458,730000.0,3/5/2020,Listing removed,"$749,000",$332/sqft,,,,
32310458,730000.0,2/26/2020,Listed for sale,"$749,000",$332/sqft,,,,
32076825,10.0,7/22/2020,Sold,$10,,,,,
30718697,1350000.0,10/3/2018,Sold,"$1,350,000 (-12.9%)",(-12.9%),$928/sqft,,,
30718697,1350000.0,8/6/2018,Listing removed,"$1,550,000","$1,065/sqft",,,,
30718697,1350000.0,5/29/2018,Listed for sale,"$1,550,000","$1,065/sqft",,,,
31529830,698800.0,4/11/2021,Price change,"$698,800 (-6.8%)",(-6.8%),$896/sqft,,,
31529830,698800.0,8/18/2020,Price change,"$750,000 (-6.1%)",(-6.1%),$962/sqft,,,
31529830,698800.0,12/30/2019,Price change,"$798,800 (-3.6%)",(-3.6%),"$1,024/sqft",,,
31529830,698800.0,10/21/2019,Price change,"$829,000 (-3.6%)",(-3.6%),"$1,063/sqft",,,
31529830,698800.0,10/1/2019,Listed for sale,"$860,000 (+27.4%)",(+27.4%),"$1,103/sqft",,,
31529830,698800.0,7/30/2008,Sold,"$675,000 (+43.9%)",(+43.9%),$865/sqft,,,
31529830,698800.0,9/28/2006,Sold,"$469,000",$601/sqft,,,,
29808377,275000.0,4/14/2021,Listed for sale,"$275,000",$356/sqft,,,,
2077392533,358888.0,10/22/2020,Listed for sale,"$358,888",,,,,
2083479429,980000.0,1/7/2021,Listed for sale,"$980,000 (-9.3%)",(-9.3%),$327/sqft,,,
2083479429,980000.0,11/24/2019,Listing removed,"$1,080,000",$360/sqft,,,,
2083479429,980000.0,7/19/2019,Listed for sale,"$1,080,000",$360/sqft,,,,
244721971,985000.0,4/15/2021,Listed for sale,"$985,000","$1,123/sqft",,,,
244721971,985000.0,7/15/2020,Listing removed,"$985,000","$1,123/sqft",,,,
244721971,985000.0,3/11/2020,Price change,"$985,000 (-10%)",(-10%),"$1,123/sqft",,,
244721971,985000.0,2/18/2020,Price change,"$1,095,000 (-8.4%)",(-8.4%),"$1,249/sqft",,,
244721971,985000.0,1/15/2020,Listed for sale,"$1,195,000","$1,363/sqft",,,,
32131161,10.0,1/15/2019,Sold,$10 (-100%),(-100%),,,,
32131161,10.0,2/10/2010,Sold,"$565,000 (-31.5%)",(-31.5%),$318/sqft,,,
32131161,10.0,3/27/2007,Sold,"$825,000",$465/sqft,,,,
323054863,600000.0,11/16/2018,Sold,"$600,000 (+9.9%)",(+9.9%),,,,
323054863,600000.0,10/10/2017,Sold,"$545,782",,,,,
63866679,1990000.0,6/14/2018,Sold,"$1,990,000 (-0.3%)",(-0.3%),"$1,988/sqft",,,
63866679,1990000.0,6/6/2018,Listing removed,"$1,995,000","$1,993/sqft",,,,
63866679,1990000.0,4/11/2018,Pending sale,"$1,995,000","$1,993/sqft",,,,
63866679,1990000.0,3/26/2018,Listed for sale,"$1,995,000","$1,993/sqft",,,,
89067486,1234500.0,2/3/2020,Sold,"$1,234,500 (-3.5%)",(-3.5%),$899/sqft,,,
89067486,1234500.0,1/24/2020,Listing removed,"$1,279,000",$932/sqft,,,,
89067486,1234500.0,9/25/2019,Pending sale,"$1,279,000",$932/sqft,,,,
89067486,1234500.0,7/8/2019,Price change,"$1,279,000 (-7%)",(-7%),$932/sqft,,,
89067486,1234500.0,5/1/2019,Listed for sale,"$1,375,000 (+24.5%)",(+24.5%),"$1,001/sqft",,,
89067486,1234500.0,6/14/2013,Sold,"$1,104,801 (+0.4%)",(+0.4%),$805/sqft,,,
89067486,1234500.0,5/3/2013,Listing removed,"$1,100,000",$801/sqft,,,,
2072025440,750000.0,4/5/2021,Listed for sale,"$750,000",,,,,
32374875,499000.0,6/1/2020,Sold,"$499,000 (-41.6%)",(-41.6%),$120/sqft,,,
32374875,499000.0,2/27/2008,Sold,"$855,000 (+61.3%)",(+61.3%),$206/sqft,,,
32374875,499000.0,10/1/1999,Sold,"$530,000 (+52.3%)",(+52.3%),$127/sqft,,,
32374875,499000.0,5/9/1996,Sold,"$348,000 (-25.6%)",(-25.6%),$84/sqft,,,
32374875,499000.0,11/15/1995,Sold,"$467,500",$112/sqft,,,,
219690030,3800000.0,7/13/2018,Sold,"$3,800,000 (+2.7%)",(+2.7%),"$1,819/sqft",,,
219690030,3800000.0,7/3/2018,Listing removed,"$3,700,000","$1,771/sqft",,,,
219690030,3800000.0,5/4/2018,Pending sale,"$3,700,000","$1,771/sqft",,,,
219690030,3800000.0,4/16/2018,Listed for sale,"$3,700,000 (+23%)",(+23%),"$1,771/sqft",,,
219690030,3800000.0,1/24/2018,Sold,"$3,007,000 (-14.1%)",(-14.1%),"$1,439/sqft",,,
219690030,3800000.0,6/17/2016,Sold,"$3,500,000","$1,675/sqft",,,,
31502303,1700000.0,12/28/2018,Sold,"$1,700,000 (+34.9%)",(+34.9%),$924/sqft,,,
31502303,1700000.0,2/28/2011,Sold,"$1,260,000 (-2.7%)",(-2.7%),$685/sqft,,,
31502303,1700000.0,2/17/2011,Listing removed,"$1,295,000",$704/sqft,,,,
31502303,1700000.0,1/8/2011,Listed for sale,"$1,295,000 (-13.7%)",(-13.7%),$704/sqft,,,
31502303,1700000.0,7/2/2008,Sold,"$1,500,000",$815/sqft,,,,
331688164,535000.0,4/8/2021,Sold,"$535,000",,,,,
32164114,490000.0,3/1/2019,Sold,"$490,000 (-2%)",(-2%),$163/sqft,,,
32164114,490000.0,1/30/2019,Listing removed,"$500,000",$167/sqft,,,,
32164114,490000.0,11/30/2018,Pending sale,"$500,000",$167/sqft,,,,
32164114,490000.0,10/30/2018,Price change,"$500,000 (-2%)",(-2%),$167/sqft,,,
32164114,490000.0,10/8/2018,Price change,"$510,000 (-2.9%)",(-2.9%),$170/sqft,,,
32164114,490000.0,9/4/2018,Price change,"$525,000 (-2.6%)",(-2.6%),$175/sqft,,,
32164114,490000.0,7/18/2018,Listed for sale,"$539,000 (+42.2%)",(+42.2%),$180/sqft,,,
63871923,720000.0,4/14/2021,Sold,"$720,000 (-3.4%)",(-3.4%),"$1,108/sqft",,,
63871923,720000.0,3/24/2021,Listing removed,"$2,875",$4/sqft,,,,
63871923,720000.0,1/13/2021,Listing removed,"$745,000","$1,146/sqft",,,,
63871923,720000.0,1/13/2021,Listed for sale,"$745,000","$1,146/sqft",,,,
63871923,720000.0,12/16/2020,Pending sale,"$745,000","$1,146/sqft",,,,
63871923,720000.0,10/15/2020,Price change,"$745,000 (-3.2%)",(-3.2%),"$1,146/sqft",,,
72528288,365000.0,2/16/2021,Price change,"$365,000 (-2.7%)",(-2.7%),,,,
72528288,365000.0,9/23/2020,Price change,"$375,000 (-2.6%)",(-2.6%),,,,
72528288,365000.0,7/8/2020,Listed for sale,"$385,000 (+6.9%)",(+6.9%),,,,
72528288,365000.0,7/29/2016,Sold,"$360,000",,,,,
72528288,365000.0,7/13/2016,Listing removed,"$360,000",,,,,
72528288,365000.0,5/10/2016,Pending sale,"$360,000",,,,,
72528288,365000.0,4/28/2016,Listed for sale,"$360,000 (+61.8%)",(+61.8%),,,,
30784285,975000.0,11/8/2019,Sold,"$975,000 (-11.4%)",(-11.4%),$329/sqft,,,
30784285,975000.0,10/24/2019,Listing removed,"$1,100,000",$371/sqft,,,,
30784285,975000.0,6/4/2019,Pending sale,"$1,100,000",$371/sqft,,,,
30784285,975000.0,3/4/2019,Listed for sale,"$1,100,000",$371/sqft,,,,
323052397,727000.0,2/26/2019,Sold,"$727,000",,,,,
