3,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6359,70,,S1,8684 15TH AVENUE,,11228,1,1,2,1933,4080,1930,1,S1,1300000,2020-04-28 00:00:00
5,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6360,48,,A5,14 BAY 10TH STREET,,11228,1,0,1,2513,1428,1930,1,A5,849000,2020-03-18 00:00:00
6,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6360,56,,A5,30 BAY 10TH STREET,,11228,1,0,1,1547,1428,1930,1,A5,75000,2020-11-30 00:00:00
7,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6362,23,,A9,43 BAY 11TH STREET,,11228,1,0,1,2280,1052,1901,1,A9,0,2020-11-04 00:00:00
8,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6367,24,,A9,8645 BAY 16TH STREET,,11214,1,0,1,1571,1456,1935,1,A9,830000,2020-06-26 00:00:00
9,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6371,19,,A9,79 BAY 20TH STREET,,11214,1,0,1,2320,1566,1930,1,A9,0,2020-02-21 00:00:00
10,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6371,60,,A9,8620 19TH AVENUE,,11214,1,0,1,2417,2106,1930,1,A9,1188000,2020-07-20 00:00:00
11,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6392,115,,A5,145 BAY 7TH STREET,,11228,1,0,1,1448,1280,1945,1,A5,870000,2020-10-15 00:00:00
12,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6399,13,,A1,155 BAY 14TH ST,,11214,1,0,1,3680,936,1930,1,A1,1250000,2020-12-23 00:00:00
13,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6409,40,,A9,106 BAY 25TH STREET,,11214,1,0,1,1740,1382,1915,1,A9,805000,2020-12-02 00:00:00
14,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6414,38,,S1,2150 BENSON AVENUE,,11214,1,1,2,3866,4870,1921,1,S1,0,2020-10-14 00:00:00
15,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6429,8,,A5,239 BAY 11TH STREET,,11228,1,0,1,1800,1296,1935,1,A5,0,2021-01-21 00:00:00
16,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6431,56,,A5,200 BAY 14TH STREET,,11214,1,0,1,2086,1458,1910,1,A5,0,2020-10-27 00:00:00
17,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6433,7,,A5,1709 CROPSEY AVENUE,,11214,1,0,1,1378,1568,1920,1,A5,0,2020-03-03 00:00:00
18,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6433,10,,A5,1703 CROPSEY AVENUE,,11214,1,0,1,1438,1568,1937,1,A5,760000,2020-06-29 00:00:00
19,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6442,130,,S1,2006 BATH AVE,,11214,1,1,2,755,1254,1925,1,S1,800000,2020-07-22 00:00:00
20,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,203,,A5,8846 16TH AVENUE,,11214,1,0,1,1937,1240,1950,1,A5,882000,2021-01-21 00:00:00
21,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,231,,A1,8904 16TH AVENUE,,11214,1,0,1,1980,1188,1950,1,A1,820910,2020-06-24 00:00:00
22,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,95,,A5,271 BAY 14TH STREET,,11214,1,0,1,1795,1204,1930,1,A5,0,2020-11-16 00:00:00
23,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,136,,A5,322 BAY 14TH STREET,,11214,1,0,1,1511,928,1950,1,A5,740000,2020-11-05 00:00:00
24,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,220,,A5,8933 16TH AVENUE,,11214,1,0,1,2105,1240,1940,1,A5,740000,2020-10-07 00:00:00
25,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,246,,A5,278 BAY 13TH STREET,,11214,1,0,1,1649,928,1945,1,A5,750000,2020-08-26 00:00:00
26,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6463,126,,A5,8851 18TH AVENUE,,11214,1,0,1,1389,992,1950,1,A5,0,2020-07-10 00:00:00
27,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6464,113,,A5,287 BAY 20TH STREET,,11214,1,0,1,1551,1320,1940,1,A5,800000,2020-08-07 00:00:00
28,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,93,,A5,241 BAY 23RD STREET,,11214,1,0,1,1783,1120,1945,1,A5,745000,2020-12-11 00:00:00
29,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6480,36,,A5,8980 15TH AVENUE,,11228,1,0,1,1740,1863,1950,1,A5,995000,2020-12-01 00:00:00
30,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6357,14,,B1,8645 14TH AVENUE,,11228,2,0,2,2320,2160,1930,1,B1,1280000,2020-08-18 00:00:00
31,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6357,52,,B1,40 BAY 7TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,0,2020-06-02 00:00:00
32,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,8,,B1,63 BAY 7TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,1210000,2021-01-14 00:00:00
33,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,11,,B1,61 BAY 8TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,0,2020-06-26 00:00:00
34,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,14,,B1,51 BAY 8 STREET,,11228,2,0,2,2320,2160,1930,1,B1,989000,2020-09-10 00:00:00
35,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,19,,B1,37 BAY 8TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,0,2020-10-07 00:00:00
36,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,48,,B1,8622 15TH AVE,,11228,2,0,2,2320,2160,1930,1,B1,825000,2020-05-27 00:00:00
37,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,48,,B1,8622 15TH AVENUE,,11228,2,0,2,2320,2160,1930,1,B1,990000,2020-12-02 00:00:00
38,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,57,,B1,8646 15TH AVENUE,,11228,2,0,2,2320,2160,1930,1,B1,1368000,2020-12-11 00:00:00
39,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,31,,B1,8621 15TH AVENUE,,11228,2,0,2,2312,2160,1930,1,B1,0,2020-02-28 00:00:00
40,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6361,26,,B3,35 BAY 10TH STREET,,11228,2,0,2,2103,1622,1930,1,B3,0,2020-10-26 00:00:00
41,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6361,27,,B3,31 BAY 10TH STREET,,11228,2,0,2,2103,1622,1930,1,B3,0,2020-07-15 00:00:00
42,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6361,59,,B1,44 BAY 11TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,1100000,2020-12-01 00:00:00
43,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6363,9,,B3,1603 BENSON AVENUE,,11214,2,0,2,1380,1738,1935,1,B3,730000,2020-12-21 00:00:00
44,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6364,35,,B2,15 BAY 13TH STREET,,11214,2,0,2,2167,1760,1940,1,B2,0,2020-02-22 00:00:00
45,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6364,54,,B2,24 BAY 14 STREET,,11214,2,0,2,2753,1606,1930,1,B2,60000,2020-05-21 00:00:00
46,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6368,48,,S2,8644 18 AVE,,11214,2,1,3,2626,3600,1923,1,S2,1400000,2020-07-30 00:00:00
47,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,80,,B3,72 BAY 19TH STREET,,11214,2,0,2,1005,1200,1930,1,B3,600000,2020-12-30 00:00:00
48,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6371,35,,B3,33 BAY 20 STREET,,11214,2,0,2,3867,3192,1930,1,B3,1060000,2021-01-13 00:00:00
49,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6371,82,,B3,8676 19TH AVENUE,,11214,2,0,2,2522,1430,1920,1,B3,950000,2020-05-22 00:00:00
50,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,30,,B3,8649 19TH AVENUE,,11214,2,0,2,2417,2004,1930,1,B3,875000,2020-03-11 00:00:00
51,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6373,70,,B3,44 BAY 23RD STREET,,11214,2,0,2,2417,1621,1930,1,B3,0,2021-01-10 00:00:00
52,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6374,16,,B9,85 BAY 23RD STREET,,11214,2,0,2,3330,2152,1960,1,B9,0,2020-10-30 00:00:00
53,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6376,57,,B3,32 BAY 26TH STREET,,11214,2,0,2,2900,2374,1930,1,B3,1300000,2020-07-31 00:00:00
54,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6376,58,,B3,36 BAY 26TH STREET,,11214,2,0,2,2900,2374,1930,1,B3,1338000,2021-01-15 00:00:00
55,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6379,7,,B1,81 BAY 28TH STREET,,11214,2,0,2,2376,2560,1910,1,B1,0,2020-11-29 00:00:00
56,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6380,18,,B3,55 BAY 29TH STREET,,11214,2,0,2,5800,3679,1930,1,B3,0,2020-12-09 00:00:00
57,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6391,16,,B9,8745 14TH AVENUE,,11228,2,0,2,2288,1701,1950,1,B9,980000,2020-02-13 00:00:00
58,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6392,23,,B1,127 BAY 7TH STREET,,11228,2,0,2,1772,1980,1945,1,B1,1030000,2020-11-25 00:00:00
59,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6392,29,,B1,115 BAY 7TH STREET,7,11228,2,0,2,2300,2160,1930,1,B1,1285000,2020-02-05 00:00:00
60,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,7,,B3,1457 BATH AVENUE,,11228,2,0,2,1933,1410,1920,1,B3,0,2020-03-04 00:00:00
61,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,7,,B3,1457 BATH AVENUE,,11228,2,0,2,1933,1410,1920,1,B3,0,2020-09-03 00:00:00
62,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,71,,B1,8750 15 AVENUE,,11228,2,0,2,1933,2347,1940,1,B1,950000,2020-07-30 00:00:00
63,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6394,25,,B1,8723 15TH AVENUE,,11228,2,0,2,2336,2160,1940,1,B1,1250000,2020-10-27 00:00:00
64,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6395,37,,B3,95 BAY 10TH STREET,,11228,2,0,2,3253,2660,1925,1,B3,0,2020-11-03 00:00:00
65,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6396,29,,B3,113 BAY 11TH STREET,,11228,2,0,2,1933,1456,1899,1,B3,875000,2020-10-22 00:00:00
66,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6396,33,,B3,105 BAY 11TH STREET,,11228,2,0,2,1920,1484,1955,1,B3,930000,2020-10-06 00:00:00
67,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6398,65,,B2,148 BAY 14TH STREET,,11214,2,0,2,2167,2048,1930,1,B2,1098000,2020-11-06 00:00:00
68,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6408,14,,B3,125 BAY 23RD STREET,,11214,2,0,2,2034,1420,1920,1,B3,850000,2021-01-13 00:00:00
69,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6410,32,,B3,99 BAY 25TH STREET,,11214,2,0,2,2900,2080,1925,1,B3,1168000,2020-02-11 00:00:00
70,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,63,,B3,214 BAY 7TH STREET,,11228,2,0,2,3867,1680,1930,1,B3,0,2020-06-11 00:00:00
71,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,63,,B3,214 BAY 7TH STREET,,11228,2,0,2,3867,1680,1930,1,B3,1275000,2020-03-13 00:00:00
72,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6431,20,,B1,207 BAY 13TH STREET,,11214,2,0,2,1510,3216,1901,1,B1,0,2020-05-26 00:00:00
73,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6431,29,,B3,187 BAY 13TH STREET,,11214,2,0,2,3142,1864,1910,1,B3,1150000,2020-03-13 00:00:00
74,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,55,,B1,8810 17TH AVENUE,,11214,2,0,2,2528,2144,1925,1,B1,300000,2020-06-10 00:00:00
75,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6433,22,,B3,8801 17TH AVENUE,,11214,2,0,2,2900,1881,1920,1,B3,845000,2020-08-05 00:00:00
76,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6433,25,,B3,8799 17TH AVENUE,,11214,2,0,2,1837,1470,1920,1,B3,318783,2020-07-11 00:00:00
77,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6434,3,,B3,1747 CROPSEY AVENUE,,11214,2,0,2,1544,1740,1930,1,B3,0,2020-10-07 00:00:00
78,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6436,32,,B3,1810 BATH AVENUE,,11214,2,0,2,2000,2640,1920,1,B3,0,2020-02-12 00:00:00
79,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6438,45,,B9,8790 19TH AVENUE,,11214,2,0,2,1937,2620,1965,1,B9,0,2020-05-22 00:00:00
80,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,5,,B3,8935 15TH AVENUE,,11228,2,0,2,1740,1674,1960,1,B3,1100000,2020-05-21 00:00:00
81,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,89,,B1,313 BAY 10TH STREET,,11228,2,0,2,1933,1860,1955,1,B1,880000,2020-09-29 00:00:00
82,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,91,,B1,307 BAY 10TH STREET,,11228,2,0,2,1933,1860,1955,1,B1,1148000,2020-07-06 00:00:00
83,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,156,,B1,328 BAY 11TH ST,,11228,2,0,2,1885,1928,1955,1,B1,860000,2020-08-18 00:00:00
84,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,310,,B3,338 BAY 10TH STREET,,11228,2,0,2,1740,1876,1950,1,B3,990000,2020-02-25 00:00:00
85,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,24,,B1,248 BAY 14TH STREET,,11214,2,0,2,1746,1890,1940,1,B1,0,2020-09-22 00:00:00
86,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,26,,B1,237 BAY 14TH STREET,,11214,2,0,2,1410,1998,1940,1,B1,0,2020-07-23 00:00:00
87,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,241,,B1,266 BAY 13TH STREET,,11214,2,0,2,2062,1240,1945,1,B1,928000,2020-02-21 00:00:00
88,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,35,,B9,8868 BAY 16TH STREET,,11214,2,0,2,1937,2280,1960,1,B9,1190000,2020-08-14 00:00:00
89,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,4,,B1,1289 SHORE PARKWAY,,11214,2,0,2,1830,1980,1950,1,B1,860000,2020-06-09 00:00:00
90,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,5,,B1,1287 SHORE PARKWAY,,11214,2,0,2,1830,1980,1950,1,B1,975000,2021-01-05 00:00:00
91,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,64,,B1,8864 18TH AVENUE,,11214,2,0,2,1728,1320,1950,1,B1,0,2020-09-28 00:00:00
92,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,67,,B1,8872 18TH AVENUE,,11214,2,0,2,1698,1320,1950,1,B1,770000,2020-10-09 00:00:00
93,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,133,,B1,8837 18TH AVENUE,,11214,2,0,2,1682,1320,1950,1,B1,0,2020-08-05 00:00:00
94,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,136,,B9,235 BAY 20TH STREET,,11214,2,0,2,1933,1578,1940,1,B9,960000,2020-04-22 00:00:00
95,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,169,,B3,8894 19TH AVENUE,,11214,2,0,2,2127,1610,1940,1,B3,0,2020-12-16 00:00:00
96,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,176,,B3,8914 19 AVENUE,,11214,2,0,2,2127,1610,1940,1,B3,0,2020-10-14 00:00:00
97,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,3,,B9,232 BAY 22 ST,,11214,2,0,2,2127,1652,1940,1,B9,100000,2020-12-31 00:00:00
98,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,21,,B9,282 BAY 22ND STREET,,11215,2,0,2,2068,1652,1940,1,B9,0,2020-12-18 00:00:00
99,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,27,,B9,1942 20TH DRIVE,,11214,2,0,2,2090,1652,1940,1,B9,950000,2020-11-18 00:00:00
100,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,31,,B9,1952 20TH DRIVE,,11214,2,0,2,2090,1652,1940,1,B9,156000,2020-12-16 00:00:00
101,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,63,,B1,1923 19TH LANE,,11214,2,0,2,1520,1760,1940,1,B1,935000,2020-11-25 00:00:00
102,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6466,60,,B9,263 BAY 22ND STREET,,11214,2,0,2,2262,1673,1945,1,B9,970000,2020-03-30 00:00:00
103,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,46,,B9,1397 SHORE PARKWAY,,11214,2,0,2,2280,1993,1945,1,B9,0,2021-01-25 00:00:00
104,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,49,,B9,1389 SHORE PARKWAY,,11214,2,0,2,2090,1993,1945,1,B9,0,2020-12-16 00:00:00
105,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,72,,B1,1926 19TH LANE,,11214,2,0,2,1520,1944,1945,1,B1,850000,2020-06-15 00:00:00
106,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6485,79,,B9,1109 SHORE PARKWAY,,11228,2,0,2,1961,1224,1960,1,B9,0,2020-07-28 00:00:00
107,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6357,48,,C0,30 BAY 7TH STREET,,11228,3,0,3,2320,2160,1930,1,C0,1050000,2020-07-03 00:00:00
108,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6359,50,,C0,8626 15TH AVENUE,,11228,3,0,3,2320,3040,1935,1,C0,600000,2020-03-13 00:00:00
109,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,49,,C0,8610 BAY 16TH,,11214,3,0,3,1933,3180,2002,1,C0,0,2020-05-22 00:00:00
110,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6370,1,,C0,1847 BENSON AVENUE,,11214,3,0,3,2579,2648,1925,1,C0,0,2020-03-17 00:00:00
111,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6373,2,,C0,1941 BENSON AVENUE,,11214,3,0,3,2500,2349,1930,1,C0,0,2020-10-27 00:00:00
112,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6374,73,,C0,8648 20TH AVENUE,,11214,3,0,3,3182,4945,1930,1,C0,0,2020-03-17 00:00:00
113,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6375,4,,C0,8671 20TH AVENUE,,11214,3,0,3,3142,3759,1910,1,C0,0,2020-10-22 00:00:00
114,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6396,42,,C0,1560 BENSON AVENUE,,11228,3,0,3,1800,2268,1930,1,C0,0,2020-07-24 00:00:00
115,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6396,55,,C0,8716 16TH AVENUE,,11214,3,0,3,1933,2440,1970,1,C0,1360168,2020-12-30 00:00:00
116,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6398,37,,C0,1632 BENSON AVENUE,,11214,3,0,3,1791,2400,1955,1,C0,1530000,2020-08-26 00:00:00
117,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,25,,C0,8721 17 AVENUE,,11214,3,0,3,2900,2462,1910,1,C0,0,2020-12-02 00:00:00
118,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,65,,C0,8686 BAY 16TH STREET,,11214,3,0,3,2127,2032,1910,1,C0,0,2020-07-28 00:00:00
119,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6401,34,,C0,46 RUTHERFORD PLACE,,11214,3,0,3,2467,3100,1965,1,C0,0,2020-07-22 00:00:00
120,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6406,27,,C0,1910 BENSON AVENUE,,11214,3,0,3,5700,2748,1901,1,C0,1200000,2020-12-30 00:00:00
121,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6406,115,,C0,8721 19TH AVENUE,,11214,3,0,3,1951,3074,2018,1,C0,1998068,2020-09-02 00:00:00
122,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,17,,C0,117 BAY 23RD STREET,,11214,3,0,3,2280,3422,2018,1,C0,2035482,2020-08-21 00:00:00
123,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,18,,C0,N/A BAY 23RD STREET,,11214,3,0,3,3281,3521,2018,1,C0,2117960,2020-09-28 00:00:00
124,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,46,,C0,120 BAY 25TH STREET,,11214,3,0,3,5800,4762,1901,1,C0,0,2020-07-01 00:00:00
125,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6412,11,,C0,8753 21ST AVENUE,,11214,3,0,3,1740,2623,1970,1,C0,0,2020-12-07 00:00:00
126,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6414,24,,C0,123 BAY 29TH STREET,,11214,3,0,3,2900,3609,2007,1,C0,364252,2020-02-11 00:00:00
127,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6424,44,,C0,1420 BATH AVENUE,,11228,3,0,3,2368,2621,1950,1,C0,0,2020-02-20 00:00:00
128,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6425,52,,C0,194 BAY 8TH STREET,,11228,3,0,3,3867,2454,1935,1,C0,1380000,2020-07-29 00:00:00
129,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6430,1,,C0,240 BAY 13TH STREET,,11214,3,0,3,10100,4080,1992,1,C0,1836000,2020-08-13 00:00:00
130,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6441,27,,C0,171 BAY 23RD STREET,,11214,3,0,3,2384,2232,1910,1,C0,0,2020-12-24 00:00:00
131,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6443,5,,C0,2043 CROPSEY AVENUE,,11214,3,0,3,1822,2151,1935,1,C0,970000,2020-12-17 00:00:00
132,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6444,1,,C0,8818 21 AVENUE,,11214,3,0,3,3007,3430,1975,1,C0,0,2020-07-10 00:00:00
133,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6444,52,,C0,8804 21ST AVENUE,,11214,3,0,3,2997,2800,1975,1,C0,0,2020-08-19 00:00:00
134,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6444,52,,C0,8804 21ST AVENUE,,11214,3,0,3,2997,2800,1975,1,C0,0,2020-10-19 00:00:00
135,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6447,141,,C0,8788 BAY PARKWAY,,11214,3,0,3,1933,2860,1970,1,C0,0,2020-09-10 00:00:00
136,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6463,84,,C0,8910 18TH AVENUE,,11214,3,0,3,1815,1440,1950,1,C0,1280000,2020-03-12 00:00:00
137,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6468,43,,C0,1407 SHORE PARKWAY,,11214,3,0,3,2280,3261,1945,1,C0,0,2020-08-19 00:00:00
138,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6376,1003,,R3,"28 BAY 26TH STREET, 103",103,11214,1,,1,,,,1,R3,0,2020-09-28 00:00:00
139,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6376,1004,,R3,"24 BAY 26TH STREET, 201",201,11214,1,,1,,,,1,R3,660000,2020-02-18 00:00:00
140,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6376,1006,,R3,"24 BAY 26TH STREET, 203",203,11214,1,,1,,,,1,R3,720000,2020-10-22 00:00:00
141,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6397,1001,,R3,"1613 BATH AVENUE, 1A",1A,11214,1,,1,,,2011,1,R3,810000,2020-02-11 00:00:00
142,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6402,1107,,R3,"1758 BENSON AVENUE, 1C",1C,11214,1,,1,,,,1,R3,705000,2020-03-17 00:00:00
143,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6402,1315,,R3,"8758 18TH AVENUE, 3H",3H,11214,1,,1,,,,1,R3,600000,2020-03-12 00:00:00
144,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1016,,R3,"8707 19TH AVENUE, 1A",1A,11214,1,,1,,,2018,1,R3,0,2020-10-01 00:00:00
145,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1018,,R3,"8707 19TH AVENUE, 1C",1C,11214,1,,1,,,2018,1,R3,0,2020-10-01 00:00:00
146,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1020,,R3,"8707 19TH AVENUE, 1E",1E,11214,1,,1,,,2018,1,R3,0,2020-10-01 00:00:00
147,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1021,,R3,"8707 19TH AVENUE, 1F",1F,11214,1,,1,,,2018,1,R3,974256,2020-03-12 00:00:00
148,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1026,,R3,"8707 19TH AVENUE, 2E",2E,11214,1,,1,,,2018,1,R3,728049,2020-05-08 00:00:00
149,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1027,,R3,"8707 19TH AVENUE, 2F",2F,11214,1,,1,,,2018,1,R3,888932,2020-06-10 00:00:00
150,3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1028,,R3,"8707 19TH AVENUE, 3A",3A,11214,1,,1,,,2018,1,R3,746094,2020-03-12 00:00:00
